COUNTY    , PRECINCT                 , PRCTSEQ, BALSEQID, JURISID, SECJURISID, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                                                                             , PARTY1    , PVTALLY1, COL2HDG, RNAME2                                                                              , PARTY2     , PVTALLY2, COL3HDG, RNAME3                                                                             , PARTY3     , PVTALLY3, COL4HDG, RNAME4                                                                                     , PARTY4     , PVTALLY4, COL5HDG, RNAME5                                                                        , PARTY5     , PVTALLY5, COL6HDG, RNAME6                                                                                 , PARTY6     , PVTALLY6, COL7HDG, RNAME7                                                                             , PARTY7     , PVTALLY7, COL8HDG, RNAME8, PARTY8, PVTALLY8, COL9HDG, RNAME9, PARTY9, PVTALLY9, COL10HDG, RNAME10, PARTY10, PVTALLY10
Claiborne , 8-1 Rogers Mill          ,    0014,     0017,      36,          0, Tennessee House of Representatives District 36   , 2024-11-05, State General,       1, Dennis Powers                                                                      , Republican,      574,        ,                                                                                     ,            ,         ,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 8-2 Vanbebber Springs    ,    0015,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      644,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,       96,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        2,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        0,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        1,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 8-2 Vanbebber Springs    ,    0015,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      615,       2, Gloria Johnson                                                                      , Democratic ,      100,       3, Tharon Chandler                                                                    , Independent,        4,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        0,       5, Hastina Robinson                                                              , Independent,        2,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 8-2 Vanbebber Springs    ,    0015,     0011,       2,          0, United States House of Representatives District 2, 2024-11-05, State General,       1, Tim Burchett                                                                       , Republican,      631,       2, Jane George                                                                         , Democratic ,       89,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 8-2 Vanbebber Springs    ,    0015,     0015,      08,          0, Tennessee Senate District 8                      , 2024-11-05, State General,       1, Jessie Seal                                                                        , Republican,      610,       2, R. E. Ellison                                                                       , Democratic ,       91,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 8-2 Vanbebber Springs    ,    0015,     0017,      36,          0, Tennessee House of Representatives District 36   , 2024-11-05, State General,       1, Dennis Powers                                                                      , Republican,      614,        ,                                                                                     ,            ,         ,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 9-1 Clairfield           ,    0016,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      206,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,       47,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        1,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        0,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        0,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 9-1 Clairfield           ,    0016,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      187,       2, Gloria Johnson                                                                      , Democratic ,       49,       3, Tharon Chandler                                                                    , Independent,        1,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        2,       5, Hastina Robinson                                                              , Independent,        0,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 9-1 Clairfield           ,    0016,     0011,       2,          0, United States House of Representatives District 2, 2024-11-05, State General,       1, Tim Burchett                                                                       , Republican,      192,       2, Jane George                                                                         , Democratic ,       45,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 9-1 Clairfield           ,    0016,     0015,      08,          0, Tennessee Senate District 8                      , 2024-11-05, State General,       1, Jessie Seal                                                                        , Republican,      178,       2, R. E. Ellison                                                                       , Democratic ,       47,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Claiborne , 9-1 Clairfield           ,    0016,     0017,      36,          0, Tennessee House of Representatives District 36   , 2024-11-05, State General,       1, Dennis Powers                                                                      , Republican,      197,        ,                                                                                     ,            ,         ,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 1 Dentons Cross Road     ,    0001,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      670,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,       71,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        1,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        5,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        0,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 1 Dentons Cross Road     ,    0001,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      617,       2, Gloria Johnson                                                                      , Democratic ,       76,       3, Tharon Chandler                                                                    , Independent,        5,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        4,       5, Hastina Robinson                                                              , Independent,        0,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 1 Dentons Cross Road     ,    0001,     0011,       6,          0, United States House of Representatives District 6, 2024-11-05, State General,       1, John Rose                                                                          , Republican,      574,       2, Lore Bergman                                                                        , Democratic ,       60,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 1 Dentons Cross Road     ,    0001,     0015,      12,          0, Tennessee Senate District 12                     , 2024-11-05, State General,       1, Ken Yager                                                                          , Republican,      549,       2, Charles Hutson II                                                                   , Independent,       60,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 1 Dentons Cross Road     ,    0001,     0017,      38,          0, Tennessee House of Representatives District 38   , 2024-11-05, State General,       1, Kelly T Keisling                                                                   , Republican,      577,       2, Alexander Armor                                                                     , Independent,       52,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 2 Hermitage Springs      ,    0002,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      557,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,       79,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        1,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        1,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        0,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 2 Hermitage Springs      ,    0002,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      502,       2, Gloria Johnson                                                                      , Democratic ,       83,       3, Tharon Chandler                                                                    , Independent,        4,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        4,       5, Hastina Robinson                                                              , Independent,        1,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 2 Hermitage Springs      ,    0002,     0011,       6,          0, United States House of Representatives District 6, 2024-11-05, State General,       1, John Rose                                                                          , Republican,      477,       2, Lore Bergman                                                                        , Democratic ,       63,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 2 Hermitage Springs      ,    0002,     0015,      12,          0, Tennessee Senate District 12                     , 2024-11-05, State General,       1, Ken Yager                                                                          , Republican,      460,       2, Charles Hutson II                                                                   , Independent,       51,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 2 Hermitage Springs      ,    0002,     0017,      38,          0, Tennessee House of Representatives District 38   , 2024-11-05, State General,       1, Kelly T Keisling                                                                   , Republican,      474,       2, Alexander Armor                                                                     , Independent,       60,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 3 Celina                 ,    0003,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      436,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      165,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        1,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        5,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        0,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 3 Celina                 ,    0003,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      413,       2, Gloria Johnson                                                                      , Democratic ,      138,       3, Tharon Chandler                                                                    , Independent,        3,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        2,       5, Hastina Robinson                                                              , Independent,        2,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 3 Celina                 ,    0003,     0011,       6,          0, United States House of Representatives District 6, 2024-11-05, State General,       1, John Rose                                                                          , Republican,      393,       2, Lore Bergman                                                                        , Democratic ,      121,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 3 Celina                 ,    0003,     0015,      12,          0, Tennessee Senate District 12                     , 2024-11-05, State General,       1, Ken Yager                                                                          , Republican,      382,       2, Charles Hutson II                                                                   , Independent,       86,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 3 Celina                 ,    0003,     0017,      38,          0, Tennessee House of Representatives District 38   , 2024-11-05, State General,       1, Kelly T Keisling                                                                   , Republican,      409,       2, Alexander Armor                                                                     , Independent,       87,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-1 Maple Grove          ,    0004,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      239,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,       46,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        0,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        1,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        3,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        0,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-1 Maple Grove          ,    0004,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      235,       2, Gloria Johnson                                                                      , Democratic ,       42,       3, Tharon Chandler                                                                    , Independent,        0,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        1,       5, Hastina Robinson                                                              , Independent,        2,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-1 Maple Grove          ,    0004,     0011,       6,          0, United States House of Representatives District 6, 2024-11-05, State General,       1, John Rose                                                                          , Republican,      217,       2, Lore Bergman                                                                        , Democratic ,       42,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-1 Maple Grove          ,    0004,     0015,      12,          0, Tennessee Senate District 12                     , 2024-11-05, State General,       1, Ken Yager                                                                          , Republican,      216,       2, Charles Hutson II                                                                   , Independent,       34,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-1 Maple Grove          ,    0004,     0017,      38,          0, Tennessee House of Representatives District 38   , 2024-11-05, State General,       1, Kelly T Keisling                                                                   , Republican,      220,       2, Alexander Armor                                                                     , Independent,       28,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-2 Butlers Landing      ,    0005,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      553,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      116,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        1,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        4,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        0,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-2 Butlers Landing      ,    0005,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      519,       2, Gloria Johnson                                                                      , Democratic ,      117,       3, Tharon Chandler                                                                    , Independent,        4,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        5,       5, Hastina Robinson                                                              , Independent,        2,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-2 Butlers Landing      ,    0005,     0011,       6,          0, United States House of Representatives District 6, 2024-11-05, State General,       1, John Rose                                                                          , Republican,      501,       2, Lore Bergman                                                                        , Democratic ,       96,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-2 Butlers Landing      ,    0005,     0015,      12,          0, Tennessee Senate District 12                     , 2024-11-05, State General,       1, Ken Yager                                                                          , Republican,      481,       2, Charles Hutson II                                                                   , Independent,       91,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 4-2 Butlers Landing      ,    0005,     0017,      38,          0, Tennessee House of Representatives District 38   , 2024-11-05, State General,       1, Kelly T Keisling                                                                   , Republican,      502,       2, Alexander Armor                                                                     , Independent,       85,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 5-1 Beech Bethany        ,    0006,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      334,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,       71,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        1,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        1,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        2,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 5-1 Beech Bethany        ,    0006,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      309,       2, Gloria Johnson                                                                      , Democratic ,       73,       3, Tharon Chandler                                                                    , Independent,        8,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        0,       5, Hastina Robinson                                                              , Independent,        3,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 5-1 Beech Bethany        ,    0006,     0011,       6,          0, United States House of Representatives District 6, 2024-11-05, State General,       1, John Rose                                                                          , Republican,      302,       2, Lore Bergman                                                                        , Democratic ,       59,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 5-1 Beech Bethany        ,    0006,     0015,      12,          0, Tennessee Senate District 12                     , 2024-11-05, State General,       1, Ken Yager                                                                          , Republican,      293,       2, Charles Hutson II                                                                   , Independent,       52,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 5-1 Beech Bethany        ,    0006,     0017,      38,          0, Tennessee House of Representatives District 38   , 2024-11-05, State General,       1, Kelly T Keisling                                                                   , Republican,      308,       2, Alexander Armor                                                                     , Independent,       51,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Clay      , 5-2 Pea Ridge            ,    0007,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      328,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,       66,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        0,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        2,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        0,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
